landingFacilityType|locationIdentifier|stateCode|cityName|officialFacilityName|elevation|land_area|refPtLatitude|refPtLongitude
AIRPORT|BTY|NV|BEATTY|BEATTY|3169|440|36.8611388888889|-116.786388888889
AIRPORT|BVU|NV|BOULDER CITY|BOULDER CITY MUNI|2203.1|530|35.9473888888889|-114.861388888889
AIRPORT|1L4|NV|CAL NEV ARI|KIDWELL|2605|103|35.3055494444444|-114.882752777778
AIRPORT|CXP|NV|CARSON CITY|CARSON|4704.6|632|39.1923055555555|-119.732583333333
AIRPORT|25NV|NV|CARSON CITY|PARKER CARSON|4938.9|14|39.2015783888889|-119.683440861111
HELIPORT|NV60|NV|CARSON CITY|CARSON-TAHOE HOSPITAL|4849||39.1708277777778|-119.771572222222
HELIPORT|NV15|NV|CARSON CITY|CARSON-TAHOE RGNL MEDICAL CENTER|4850||39.2022222222222|-119.784677777778
AIRPORT|U74|NV|CRESCENT VALLEY|CRESCENT VALLEY|4790.8|640|40.4159444444444|-116.5635
AIRPORT|9U7|NV|CURRANT|CURRANT RANCH|5181|15|38.7360458333333|-115.480305277778
AIRPORT|A34|NV|DAYTON/CARSON CITY|DAYTON VALLEY AIRPARK|4414.3|98|39.2384166666667|-119.555444444444
AIRPORT|NV04|NV|DEETH|MARYS RIVER RANCH|5600||41.3163061111111|-115.250058333333
AIRPORT|E85|NV|DENIO|DENIO JUNCTION|4202|100|41.9540625|-118.631006388889
AIRPORT|01U|NV|DUCKWATER|DUCKWATER|5133|275|38.85325|-115.634666666667
AIRPORT|NV27|NV|DYER|CIRCLE L RANCH|4835|52|37.7165966666667|-118.084271944444
AIRPORT|2Q9|NV|DYER|DYER|4899|156|37.6096536111111|-118.006488888889
AIRPORT|EKO|NV|ELKO|ELKO RGNL|5139.8|700|40.825|-115.791333333333
AIRPORT|NV22|NV|ELKO|RED ROCK RANCH|6158||40.3127036111111|-115.89673
AIRPORT|ELY|NV|ELY|ELY ARPT /YELLAND FLD/|6259.4|4999|39.2996944444444|-114.841888888889
AIRPORT|7NV8|NV|ELY/PIOCHE|GEYSER RANCH|5977|34|38.6641166666667|-114.632224722222
AIRPORT|NV99|NV|ELY|WILLOW CREEK TRADING POST|6834|194|39.0367583888889|-114.829940861111
AIRPORT|18NV|NV|EMPIRE|EMPIRE|3990|75|40.5785555555556|-119.351444444444
AIRPORT|05U|NV|EUREKA|EUREKA|5957.8|800|39.60375|-116.003611111111
AIRPORT|NFL|NV|FALLON|FALLON NAS (VAN VOORHIS FLD)|3934.8||39.4178305555556|-118.698588333333
AIRPORT|FLX|NV|FALLON|FALLON MUNI|3966.4|440|39.4991694444444|-118.748792222222
AIRPORT|NV30|NV|FALLON|DIXIE VALLEY|3443|35|39.9665816666667|-117.827625
AIRPORT|1NV1|NV|FALLON|FALLON SOUTHWEST AIRPARK|3950|6|39.4152777777778|-118.836666666667
AIRPORT|26NV|NV|FALLON|DARROW FIELD|3965||39.4526555555556|-118.866294444444
AIRPORT|N58|NV|FERNLEY|TIGER FLD|4346|80|39.5597940833333|-119.2426565
AIRPORT|GAB|NV|GABBS|GABBS|4699.3|880|38.9222638888889|-117.958561111111
AIRPORT|NV55|NV|GARDNERVILLE|PINENUT|5260||38.8988666666667|-119.649416666667
AIRPORT|NV05|NV|GERLACH|SOLDIER MEADOW NR 2|4150||41.1235091666667|-119.138514444444
AIRPORT|NV06|NV|GERLACH|SOLDIER MEADOW NR 1|4494||41.3826758333333|-119.169077777778
AIRPORT|88NV|NV|GERLACH|BLACK ROCK CITY|3912||40.7620970277778|-119.210712805556
AIRPORT|0L4|NV|GOLDFIELD|LIDA JUNCTION|4684|168|37.4918888888889|-117.188416666667
AIRPORT|NV50|NV|GOLDFIELD|GOLDFIELD|5616|145|37.7220586111111|-117.236365833333
AIRPORT|HTH|NV|HAWTHORNE|HAWTHORNE INDUSTRIAL|4230.4|901|38.5450769444444|-118.632403055556
HELIPORT|NV25|NV|HENDERSON|ST ROSE DOMINICAN HOSPITAL|1890||36.0036444444444|-115.114677777778
AIRPORT|INS|NV|INDIAN SPRINGS|CREECH AFB|3134.1||36.5863437777778|-115.677370555556
AIRPORT|06U|NV|JACKPOT|JACKPOT/HAYDEN FIELD|5224.1|325|41.9758293333333|-114.65801575
AIRPORT|0L7|NV|JEAN|JEAN|2835|232|35.7682643611111|-115.329621972222
AIRPORT|NV42|NV|JEAN|HERITAGE|2575|13|35.7758088888889|-115.631394444444
AIRPORT|N15|NV|KINGSTON|KINGSTON|6075|144|39.20266525|-117.068934361111
AIRPORT|LSV|NV|LAS VEGAS|NELLIS AFB|1869.1||36.2362|-115.034255555556
AIRPORT|VGT|NV|LAS VEGAS|NORTH LAS VEGAS|2205|920|36.2106944444444|-115.194444444444
HELIPORT|NV48|NV|LAS VEGAS|CIRCUS CIRCUS|2122||36.1374708333333|-115.167500277778
HELIPORT|NV61|NV|LAS VEGAS|GILBERT DEVELOPMENT CORP|1981||36.218025|-115.133613611111
HELIPORT|NV40|NV|LAS VEGAS|ACTION|2460||35.95|-115.166666666667
HELIPORT|NV53|NV|LAS VEGAS|VALLEY HOSPITAL MEDICAL CENTER|2055||36.1628|-115.168077777778
AIRPORT|LAS|NV|LAS VEGAS|MC CARRAN INTL|2181.4|2800|36.0800555555556|-115.15225
HELIPORT|NV86|NV|LAS VEGAS|SUNRISE MEDICAL CENTER|2037||36.132625|-115.135511111111
HELIPORT|NV34|NV|LAS VEGAS|UNIVERSITY MEDICAL CENTER-SOUTHERN NEVADA|2096||36.1597527777778|-115.166041666667
AIRPORT|HND|NV|LAS VEGAS|HENDERSON EXECUTIVE|2491.5|760|35.9728611111111|-115.134444444444
HELIPORT|0NV1|NV|LAS VEGAS|SUMMERLIN MEDICAL CENTER|2745|24|36.1819333333333|-115.316458333333
HELIPORT|2VE2|NV|LAS VEGAS|SPRING VALLEY HOSPITAL|2375||36.0910222222222|-115.239372222222
HELIPORT|NV38|NV|LAS VEGAS|KLAS CHANNEL 8|2100||36.1305555555556|-115.158888888889
HELIPORT|10NV|NV|LAS VEGAS|SUNRISE MOUNTAIN VIEW HOSPITAL|2328||36.2144838333333|-115.248544833333
AIRPORT|NV17|NV|LEMMON VALLEY|YOUNGBERG RANCH|4960||39.6732425|-119.812969166667
AIRPORT|LOL|NV|LOVELOCK|DERBY FIELD|3907.6|550|40.0664674722222|-118.565086111111
AIRPORT|NV65|NV|MERCURY|DESERT ROCK|3314|100|36.6199444444444|-116.032284722222
AIRPORT|L23|NV|MERCURY|PAHUTE MESA AIRSTRIP|5068|35|37.1027272222222|-116.313381666667
AIRPORT|NV11|NV|MERCURY|YUCCA AIRSTRIP|3919|41|36.9457861111111|-116.037811666667
AIRPORT|67L|NV|MESQUITE|MESQUITE|1978.1|155|36.8331388888889|-114.055888888889
HELIPORT|2NV3|NV|MESQUITE|VISTA DEL MONTE LOT 55|1978||36.8378113055556|-114.050437638889
AIRPORT|3Q0|NV|MINA|MINA|4557|29|38.3798611111111|-118.09675
AIRPORT|MEV|NV|MINDEN|MINDEN-TAHOE|4723.6|996|39.0005|-119.751111111111
AIRPORT|NV67|NV|MONTELLO|PILOT CREEK RANCHES|4980||41.1157583333333|-114.113624444444
AIRPORT|NV14|NV|MONTELLO|JUNIPER|5400|160|41.3554780555556|-114.230018055556
AIRPORT|NV08|NV|MOUNTAIN CITY|PETAN RANCH|5616||41.7379566666667|-116.216208333333
HELIPORT|NV37|NV|NELSON|ELDORADO SUBSTATION|1800||35.7944266666667|-115.010819166667
AIRPORT|08U|NV|NORTH FORK|STEVENS-CROSBY|6397|6|41.5157512222222|-115.859920694444
HELIPORT|NV24|NV|NORTH LAS VEGAS|EMERUS|2096|5|36.2408027777778|-115.163186111111
AIRPORT|U08|NV|OVERTON|PERKINS FIELD|1365.9|250|36.5681111111111|-114.443333333333
AIRPORT|0L9|NV|OVERTON|ECHO BAY|1535|11|36.3110277777778|-114.463888888889
AIRPORT|10U|NV|OWYHEE|OWYHEE|5377.2|135|41.9536283333333|-116.18207
AIRPORT|74P|NV|PAHRUMP|CALVADA MEADOWS|2726|62|36.27205925|-115.995259305556
AIRPORT|NV98|NV|PAHRUMP|CAAS|2800|5|36.1502777777778|-115.899722222222
HELIPORT|90NV|NV|PAHRUMP|KPVM TELEVISION|2695|1|36.2069444444444|-115.959722222222
HELIPORT|NV73|NV|PAHRUMP|PRECIOUS MATERIALS|2850|10|36.3416247222222|-116.048640833333
AIRPORT|NV00|NV|PAHRUMP|VALLEY VIEW|2740|120|36.2555166666667|-115.992527777778
ULTRALIGHT|NV54|NV|PAHRUMP|FLYING S RANCH|2800|10|36.3070166666667|-115.9889
HELIPORT|2NV8|NV|PAHRUMP|MERCY AIR-PAHRUMP|2650||36.1919444444444|-115.985833333333
AIRPORT|1L1|NV|PANACA|LINCOLN COUNTY|4831|190|37.7874166666667|-114.419888888889
AIRPORT|RNO|NV|RENO|RENO/TAHOE INTL|4414.9|1450|39.4991111111111|-119.768111111111
AIRPORT|N86|NV|RENO|SPANISH SPRINGS|4620|35|39.6711805555556|-119.725166666667
HELIPORT|NV57|NV|RENO|RENOWN RGNL MEDICAL CENTER|4504||39.5250138888889|-119.795683333333
HELIPORT|NV58|NV|RENO|"ST MARY'S RGNL MEDICAL CENTER"|4600||39.5329638888889|-119.818425
HELIPORT|NV78|NV|RENO|REMSA/CARE FLIGHT|4400||39.5048277777778|-119.755325
AIRPORT|NV09|NV|RENO|H BAR H|5220||39.7243527777778|-119.899361111111
AIRPORT|77NV|NV|RENO|FLYING EAGLE|4220||39.8466666666667|-119.686666666667
HELIPORT|NV77|NV|RENO|PATHFINDER HELIPAD|4850||39.5521325|-119.836303888889
AIRPORT|RTS|NV|RENO|RENO/STEAD|5050.1|5000|39.6681769444444|-119.876439638889
AIRPORT|NV31|NV|ROUND MOUNTAIN|BARKER CREEK RANCH AIRSTRIP|6620|1|38.8057638888889|-117.031195277778
AIRPORT|NV83|NV|ROUND MOUNTAIN|HADLEY|5744|35|38.6940983333333|-117.146752222222
AIRPORT|03NV|NV|RUBY VALLEY|LLAMA RANCH|6120|150|40.5844444444444|-115.297777777778
AIRPORT|3L2|NV|SANDY VALLEY|SKY RANCH|2599|158|35.7929444444444|-115.626416666667
HELIPORT|NV21|NV|SANDY VALLEY|SKY RANCH|2599||35.7833416666667|-115.625911111111
AIRPORT|04NV|NV|SANDY VALLEY|KINGSTON RANCH|2620|160|35.7555313888889|-115.664728055556
AIRPORT|1L3|NV|SEARCHLIGHT|SEARCHLIGHT|3413|179|35.4445555555556|-114.909361111111
AIRPORT|SPZ|NV|SILVER SPRINGS|SILVER SPRINGS|4265.2|400|39.4030555555556|-119.251194444444
AIRPORT|NV33|NV|SMITH VALLEY|FARIAS WHEEL|4848|16|38.8332444444444|-119.395994722222
AIRPORT|N59|NV|SMITH|ROSASCHI AIR PARK|4809|482|38.8393569444444|-119.338214444444
HELIPORT|NV69|NV|SPARKS|NORTHERN NEVADA MEDICAL CENTER|4460||39.5403444444444|-119.698238888889
GLIDERPORT|NV23|NV|SPARKS|AIR SAILING|4300|680|39.87213|-119.7010225
AIRPORT|2NV2|NV|SPARKS|GIBB RANCH|4242||39.8347222222222|-119.674722222222
AIRPORT|NV96|NV|SPARKS|ROLLING THUNDER|4240||39.8252777777778|-119.654444444444
AIRPORT|TPH|NV|TONOPAH|TONOPAH|5429.6|3820|38.0601944444444|-117.086805555556
AIRPORT|TNX|NV|TONOPAH|TONOPAH TEST RANGE|5550.3||37.7988675833333|-116.780754083333
AIRPORT|NV12|NV|TUSCARORA|I-L RANCH|5368||41.5637902777778|-116.409265833333
AIRPORT|43NV|NV|WELLINGTON|TOPAZ RANCH|5066|30|38.7293724166667|-119.465827444444
AIRPORT|NV97|NV|WELLINGTON|DESERT CREEK|5358|20|38.6841666666667|-119.322222222222
AIRPORT|NV72|NV|WELLINGTON|SWEETWATER (USMC)|6837||38.515|-119.213611111111
AIRPORT|LWL|NV|WELLS|WELLS MUNI/HARRIET FIELD|5769|708|41.1171111111111|-114.922138888889
AIRPORT|NV07|NV|WELLS|TWO STAR RANCH|5665|440|40.8855194444444|-114.981402777778
AIRPORT|WMC|NV|WINNEMUCCA|WINNEMUCCA MUNI|4307.6|968|40.8966111111111|-117.805888888889
AIRPORT|02NV|NV|WINNEMUCCA|PAIUTE MEADOWS|4443||41.3005555555556|-118.928333333333
HELIPORT|22NV|NV|WINNEMUCCA|HUMBOLDT GENERAL HOSPITAL EMS|4336|1|40.972075|-117.728827777778
AIRPORT|O43|NV|YERINGTON|YERINGTON MUNI|4381.5|101|39.0054166666667|-119.156527777778
AIRPORT|01NV|NV|YERINGTON|LANTANA RANCH|4600||38.7638888888889|-119.027222222222
HELIPORT|0NY2|NY|STONY POINT|AMAR|507|0|41.2310277777778|-74.0473333333333
AIRPORT|7NY8|NY|AMSTERDAM|IWAN AIRFIELD|773||42.9637763888889|-74.1255597222222
AIRPORT|2NY7|NY|ADDISON|TOWNER FARM|1248||42.1214625|-77.2113644444444
AIRPORT|8NY3|NY|AFTON|NORTH FORK|1455|92|42.2686777777778|-75.5597222222222
AIRPORT|9G3|NY|AKRON|AKRON|839.7|155|43.0210962222222|-78.4826331944444
AIRPORT|ALB|NY|ALBANY|ALBANY INTL|284.9|1000|42.7491111111111|-73.8019722222222
HELIPORT|NK32|NY|ALBANY|NY ARNG|280||42.6667452777778|-73.8329002777778
HELIPORT|NK33|NY|ALBANY|NY STATE POLICE - TROOP T|250||42.6167461111111|-73.7828991666667
HELIPORT|NK64|NY|ALBANY|AMCH|209||42.6537333333333|-73.7756027777778
AIRPORT|NK43|NY|ALBANY|JERRY PHIBBS|340|75|42.7584102777778|-73.9245680555556
AIRPORT|NY06|NY|ALBION|GAINES VALLEY AVIATION|380|50|43.2964469444444|-78.2139102777778
AIRPORT|9G6|NY|ALBION|PINE HILL|669|49|43.1735308333333|-78.2746325
AIRPORT|NK31|NY|ALBION|DAWN PATROL AVIATION|480|4|43.2695030555556|-78.1452972222222
AIRPORT|89NY|NY|ALEXANDRIA BAY|MAXSON AIRFIELD|340|204|44.3167172222222|-75.8996733333333
HELIPORT|2NK5|NY|ALEXANDRIA BAY|NCH|275||44.3017152777778|-75.9549497222222
HELIPORT|2NY8|NY|ALLIGERVILLE|BENBYRE FARM|260||41.8034263888889|-74.1829236111111
AIRPORT|2NY9|NY|ALPINE|KAYUTAH LAKE|1385||42.3700733333333|-76.7224508333333
HELIPORT|NY46|NY|AMENIA|BEL-AIRE FARMS|700||41.85|-73.5994444444444
HELIPORT|NK50|NY|AMSTERDAM|"ST MARY'S HOSPITAL ELEVATED"|335||42.9545444444444|-74.2163583333333
AIRPORT|D23|NY|ARCADE|ARCADE TRI-COUNTY|1745|175|42.5667286111111|-78.4261294444444
AIRPORT|1C3|NY|ARGYLE|ARGYLE|330|50|43.2545277777778|-73.4701944444444
HELIPORT|0NK7|NY|ARMONK|KING STREET|470|5|41.1025|-73.7261111111111
HELIPORT|3NY2|NY|ASTORIA|ASTORIA|15|150|40.7862122222222|-73.9120811111111
HELIPORT|57NY|NY|ATHENS|ATHENS EMERGENCY MED-EVAC|135||42.2873305555556|-73.8449444444444
AIRPORT|49NK|NY|ATTICA|COBBLE HILL|1501||42.7933055555556|-78.2921666666667
HELIPORT|0NY6|NY|AUBURN|NEW YORK STATE POLICE|600|3|42.9288444444444|-76.6157222222222
HELIPORT|NY12|NY|AUBURN|AUBURN COMMUNITY HOSPITAL|730||42.9410527777778|-76.5643222222222
AIRPORT|06NY|NY|AUBURN|MURPHY FIELD|1100|26|42.8427777777778|-76.4452777777778
AIRPORT|NK74|NY|AURORA|MATCH MATE|840|243|42.7445147222222|-76.6635575
AIRPORT|NY59|NY|AVA|VALENTY MIEREK|1220||43.3872916666667|-75.4862880555555
AIRPORT|GVQ|NY|BATAVIA|GENESEE COUNTY|913.5|326|43.03175|-78.1696666666667
HELIPORT|21NY|NY|BATAVIA|GAUTIERI|915||42.9933933333333|-78.1783494444445
HELIPORT|22NY|NY|BATAVIA|TROOP A HEADQUARTERS|903||43.0303375|-78.1847391666667
AIRPORT|23NY|NY|BATH|JOLAMTRA LANDING AREA|1700||42.2797947222222|-77.3399802777778
AIRPORT|23N|NY|BAYPORT|BAYPORT AERODROME|41|50|40.7584313888889|-73.0537208333333
HELIPORT|40NY|NY|BAY SHORE|"ENTENMANN'S"|81|7|40.7662091666667|-73.2653947222222
SEAPLANE BASE|00NK|NY|BEEKMANTOWN|CLICHE COVE|96||44.8118611111111|-73.3698055555556
AIRPORT|NY60|NY|BEEKMANTOWN|VASILE FIELD|580||44.7625405555556|-73.5593041666667
AIRPORT|4NY0|NY|BEEKMANTOWN|MOUNTAIN VIEW AIRPARK|500|54|44.6689319444444|-73.5462477777778
AIRPORT|8NK4|NY|BETHANY CENTER|BETHANY AIRPARK|1000|132|42.9433333333333|-78.1383333333333
HELIPORT|8NY9|NY|BETHPAGE|NASSAU COUNTY POLICE|132||40.7459327777778|-73.4912355555555
HELIPORT|6JY8|NY|BETHPAGE|CABLEVISION BETHPAGE|130.1||40.759675|-73.4965027777778
AIRPORT|3NY5|NY|BINGHAMTON|LUKE|1558||42.0236863888889|-75.9571413888889
AIRPORT|1NK8|NY|BINGHAMTON|CHENANGO BRIDGE|940|28|42.1917425|-75.841305
AIRPORT|BGM|NY|BINGHAMTON|GREATER BINGHAMTON/EDWIN A LINK FIELD|1636|1199|42.2084429166667|-75.9796072777778
AIRPORT|NY79|NY|BLISS|KEYSA|1620|10|42.5967283333333|-78.3402936111111
AIRPORT|48NY|NY|BLOOMFIELD|TURNBULL|890||42.8956472222222|-77.3969611111111
HELIPORT|NK23|NY|BLOOMINGBURG|TETZ LANDING|961||41.5486666666667|-74.4697222222222
SEAPLANE BASE|NY61|NY|BLUE MOUNTAIN LAKE|EAGLE NEST|1790||43.8297858333333|-74.4954388888889
SEAPLANE BASE|8NK8|NY|BOLTON LANDING|MISTER DOG|360||43.565|-73.6086111111111
AIRPORT|1NK7|NY|BOONVILLE|BOONVILLE INC|1200|155|43.4675|-75.2538888888889
AIRPORT|47NY|NY|BORDEN|ELK CREEK|1590|200|42.045|-77.35
AIRPORT|NY64|NY|BROADALBIN|THE PINES|850|14|43.1028508333333|-74.1551308333333
AIRPORT|NY65|NY|BROADALBIN|CIRCLE K RANCH|920||43.137295|-74.1162411111111
AIRPORT|NY66|NY|BROADALBIN|LEWIS FIELD|900|8|43.1334061111111|-74.1162411111111
AIRPORT|7G0|NY|BROCKPORT|LEDGEDALE AIRPARK|664.9|166|43.1811944444444|-77.9155
AIRPORT|3NK0|NY|BROCKPORT|MC KINNEY|547||43.2031158333333|-77.9025116666667
HELIPORT|NY99|NY|BROCTON|LAKEVIEW SHOCK INCARCERATION CORRECTIONAL FACILITY|678||42.4072797222222|-79.4406013888889
SEAPLANE BASE|NK30|NY|BROOKLYN|PVT SEALANES-JAMAICA BAY|0||40.6053333333333|-73.9023333333333
HELIPORT|93NY|NY|BROOKLYN|TAYLOR FIELD AT FORT HAMILTON|19||40.6052916666667|-74.0222611111111
AIRPORT|BUF|NY|BUFFALO|BUFFALO NIAGARA INTL|726.9|1000|42.9404166666667|-78.7305833333333
HELIPORT|6NK5|NY|BUFFALO|ERIE COUNTY MEDICAL CENTER|728||42.9291444444444|-78.8303916666667
HELIPORT|8NY6|NY|BUFFALO|SOUTH BUFFALO MERCY HOSPITAL|631||42.8472222222222|-78.8116666666667
AIRPORT|D51|NY|BUFFALO|CLARENCE AERODROME|589|35|43.0667244444444|-78.6830858333333
HELIPORT|1NY2|NY|BUFFALO|OISHEI CHILDRENS HOSPITAL|881||42.901025|-78.8678777777778
HELIPORT|56NK|NY|BUFFALO|BUFFALO GENERAL HOSPITAL|1026||42.9011166666667|-78.8664888888889
AIRPORT|9G0|NY|BUFFALO|BUFFALO AIRFIELD|669.6|100|42.8619938888889|-78.7165844444445
AIRPORT|NK09|NY|BURDETT|EAGLE RIDGE|1480||42.4056283333333|-76.8205113888889
AIRPORT|NY78|NY|BURLINGTON FLATS|FLYING W|1420|0|42.7821194444444|-75.1661541666667
AIRPORT|2NY4|NY|BYRON|BYRON AIRPARK|665|5|43.07375|-78.05
AIRPORT|3C8|NY|CALVERTON|CALVERTON EXECUTIVE AIRPARK|75.2|2921|40.9150983333333|-72.7919063888889
AIRPORT|1B8|NY|CAMBRIDGE|CHAPIN FLD|510|14|43.0526944444444|-73.3631388888889
AIRPORT|NY34|NY|CAMERON|"RANDALL'S ROOST"|1825|160|42.162225|-77.4275166666667
AIRPORT|NY25|NY|CAMILLUS|CAMILLUS|405|60|43.0852777777778|-76.2927222222222
HELIPORT|NK55|NY|CAMILLUS|"ONONDAGA COUNTY SHERIFF'S DEPARTMENT"|400||43.0850666666667|-76.2870680555556
AIRPORT|30NY|NY|CANADICE|COYE FIELD|1610||42.7500644444444|-77.5580491666667
AIRPORT|NY51|NY|CANAJOHARIE|RUSSELL|700|33|42.8700736111111|-74.4993044444444
AIRPORT|IUA|NY|CANANDAIGUA|CANANDAIGUA|813.6|296|42.9089018888889|-77.3252262777778
AIRPORT|90NY|NY|CANANDAIGUA|HOPEWELL AIRPARK|730|80|42.9195083333333|-77.2427777777778
HELIPORT|31NY|NY|CANANDAIGUA|TROOP E|677||42.9583966666667|-77.3372083333333
AIRPORT|NY07|NY|CANTON|HURLBUT FIELD|500|9|44.5458333333333|-75.1611111111111
AIRPORT|NY69|NY|CAPE VINCENT|JOHN GONZALES FIELD|260|14|44.1200516666667|-76.3013294444444
HELIPORT|29NY|NY|CAPE VINCENT|BREEZY MEADOWS|296||44.088|-76.2691666666667
HELIPORT|96NY|NY|CARMEL|MASSARO|681||41.3827777777778|-73.7383333333333
AIRPORT|NK01|NY|CARTHAGE|"COUNTRYMAN'S LANDING STRIP"|790|100|43.9995122222222|-75.604915
AIRPORT|28NY|NY|CASSADAGA|SPAULDING AERODROME|1607||42.3083333333333|-79.225
AIRPORT|0NK0|NY|CATTARAUGUS|BERDICK FIELD|1690||42.3339513888889|-78.7908655555556
AIRPORT|NY76|NY|CATTARAUGUS|NEVERLAND|1901|56|42.3156666666667|-78.8953333333333
AIRPORT|1NY9|NY|CAUGHDENOY|CAUGHDENOY|400|5|43.2659019444444|-76.1879816666667
AIRPORT|19NK|NY|CENTRAL SQUARE|RIVEREDGE AIRPARK|378||43.2438888888889|-76.1527777777778
HELIPORT|35NY|NY|CENTRE ISLAND|"KLEINMAN'S"|8|0|40.8983416666667|-73.5185527777778
AIRPORT|3NY0|NY|CHARLESTON|THE RANCH|1110|78|42.8272963888889|-74.4040233333333
AIRPORT|0NK2|NY|CHARLTON|WESTWIND FARM|800|100|42.9834083333333|-74.0162377777778
AIRPORT|4NY1|NY|CHESTER|ORANGE POULTRY FARM|420||41.3278716666667|-74.3245963888889
HELIPORT|5NY9|NY|CHESTER|WALASH|592|5|41.3255555555556|-74.3069444444444
HELIPORT|2NY2|NY|CHESTER|HIGH VIEW TOO|586|44|41.3496666666667|-74.3331666666667
HELIPORT|NK86|NY|CHESTER|DOMS|480|2|41.3667602777778|-74.2495936111111
AIRPORT|NK51|NY|CHITTENANGO|LUTHER|740||43.0292336111111|-75.8454677777778
AIRPORT|0NK9|NY|CHITTENANGO|LAKEVIEW|1050||43.0103444444444|-75.8268558333333
AIRPORT|NK87|NY|CLARENCE CENTER|MERKLE|590|17|43.0667247222222|-78.5997497222222
AIRPORT|NK19|NY|CLARENCE CENTER|POTOCZAK|582|20|43.0611688888889|-78.6614186111111
AIRPORT|1H1|NY|CLAY|AIRLANE ENTERPRISES|385|100|43.2058888888889|-76.1793055555556
AIRPORT|28NK|NY|CLAYTON|RITCHIE AIRFIELD|385||44.1869444444444|-76.0763888888889
AIRPORT|3NY9|NY|COLDEN|HILLTOP|1385|60|42.6644444444444|-78.6730555555555
SEAPLANE BASE|4NY2|NY|COLLEGE POINT|EDO|0||40.7834344444444|-73.8662463888889
AIRPORT|NK04|NY|CONSTANTIA|SHEPARD|463||43.2500688888889|-75.9996405555556
AIRPORT|NK82|NY|CONSTANTIA|ENGINEERS|480||43.3159025|-76.0149194444444
AIRPORT|K23|NY|COOPERSTOWN|COOPERSTOWN-WESTVILLE|1260|15|42.6292425|-74.8909877777778
HELIPORT|3NK2|NY|COOPERSTOWN|BASSETT|1243|8|42.689175|-74.9213916666667
AIRPORT|3NK8|NY|COPAKE|B FLAT FARM|800|5|42.1405555555556|-73.6119444444444
AIRPORT|6NY1|NY|CORNING|OLD PORT ROYAL|1700|10|42.1128516666667|-77.0894141666667
AIRPORT|7N1|NY|CORNING|CORNING-PAINTED POST|962.4|76|42.1801002777778|-77.1217019444444
HELIPORT|8NY4|NY|CORNING|GUTHRIE CORNING HOSPITAL|901||42.1347222222222|-76.9705555555555
HELIPORT|84NK|NY|CORNWALL|"ST LUKE'S CORNWALL HOSPITAL"|264||41.4345833333333|-74.0411111111111
AIRPORT|N03|NY|CORTLAND|CORTLAND COUNTY-CHASE FIELD|1197.3|105|42.5926388888889|-76.2148888888889
HELIPORT|24NY|NY|COVE NECK|WANG|17|2|40.8897916666667|-73.4916027777778
HELIPORT|2NK2|NY|COVE NECK|COVE NECK|10||40.8837094444444|-73.4912333333333
AIRPORT|NY73|NY|COVENTRYVILLE|MILLER FLD|1580||42.3181325|-75.5990744444444
AIRPORT|NY74|NY|COXSACKIE|DEER RUN|320||42.3236961111111|-73.8731833333333
HELIPORT|37NY|NY|CUBA|CUBA MEMORIAL HOSPITAL|1600||42.2132555555556|-78.2870138888889
AIRPORT|NK05|NY|DANBY|"TOM N' JERRY"|1490||42.3547955555556|-76.5160527777778
AIRPORT|DSV|NY|DANSVILLE|DANSVILLE MUNI|659.8|162|42.5705305555556|-77.713275
AIRPORT|NY02|NY|DAVENPORT|MOUNTAIN TOP|1978||42.4877583333333|-74.7791638888889
AIRPORT|1E8|NY|DEGRASSE|MOORES|815|64|44.3879166666667|-75.0663333333333
GLIDERPORT|NY77|NY|DELANSON|WANDERVOGEL|1260|22|42.7181311111111|-74.1634616666667
AIRPORT|4NY4|NY|DELMAR|"CROSS' FARM"|55||42.5595247222222|-73.7720661111111
AIRPORT|4B1|NY|DUANESBURG|DUANESBURG|714|30|42.7598611111111|-74.1346388888889
AIRPORT|3NY6|NY|DUANESBURG|SIX PONDS|1125|10|42.8411833333333|-74.1787388888889
AIRPORT|8NY5|NY|DUANESBURG|MARIAVILLE AERODROME|1260|5|42.8203527777778|-74.1481833333333
AIRPORT|38NY|NY|DUNDEE|GREENLAWN FARM|1010||42.5486819444444|-76.9580188888889
AIRPORT|DKK|NY|DUNKIRK|CHAUTAUQUA COUNTY/DUNKIRK|692.3|450|42.4939444444444|-79.2711111111111
HELIPORT|22NK|NY|DUNKIRK|ALSTAR NORTH|636.4|4|42.4765274166667|-79.324096
HELIPORT|02NY|NY|DURHAMVILLE|HANSEN|435|2|43.1325683333333|-75.6554597222222
AIRPORT|HTO|NY|EAST HAMPTON|EAST HAMPTON|54.9|570|40.9594166666667|-72.2516666666667
HELIPORT|4NY5|NY|EAST HAMPTON|BISTRIANS|70||40.9876|-72.1734116666667
AIRPORT|42NY|NY|EAST HOMER|"WALTER'S FIELD"|1560|10|42.669|-76.0561666666667
AIRPORT|1N2|NY|EAST MORICHES|SPADARO|50|50|40.8278763888889|-72.7487108333333
HELIPORT|87NY|NY|EAST MORICHES|CLEARVIEW|50||40.8264444444444|-72.7459444444444
AIRPORT|49N|NY|EAST MORICHES|LUFKER|57|30|40.8248208333333|-72.7509330555555
HELIPORT|51NK|NY|EAST MORICHES|THE MORICHES BAY|5|10|40.7993333333333|-72.763
AIRPORT|NY16|NY|EAST PALMYRA|OAK RIDGE|540||43.0983966666667|-77.1819236111111
